x_uk	x_O0C_rate	합계 : PP_wTx	합계 : PP_cnt_plus 	합계 : PP_cnt_minus 	합계 : PR_sum_rate	합계 : PR_cnt_rate	 score 
1555-1565	0.26-0.27	6.32	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1555-1565	0.29-0.3	8.32	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1565-1575	0.02-0.03	4.24	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1565-1575	0.04-0.05	2.01	3	0	#DIV/0!	#DIV/0!	#DIV/0!
1565-1575	0.06-0.07	0.52	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1565-1575	0.1-0.11	0.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1565-1575	0.26-0.27	5.77	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1575-1585	0.02-0.03	4.19	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1575-1585	0.2-0.21	9.12	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1575-1585	0.24-0.25	1.12	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1585-1595	0.01-0.02	1.56	3	0	#DIV/0!	#DIV/0!	#DIV/0!
1585-1595	0.02-0.03	1.39	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1585-1595	0.04-0.05	1.79	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1585-1595	0.06-0.07	0.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1585-1595	0.07-0.08	1.67	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1585-1595	0.25-0.26	2.82	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1585-1595	0.26-0.27	2.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1595-1605	0.02-0.03	1.97	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1595-1605	0.04-0.05	3.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1595-1605	0.07-0.08	0.37	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1595-1605	0.14-0.15	0.52	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1595-1605	0.23-0.24	3.52	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1605-1615	0.04-0.05	2.41	3	0	#DIV/0!	#DIV/0!	#DIV/0!
1605-1615	0.05-0.06	3.64	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1605-1615	0.24-0.25	11.97	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1615-1625	0.01-0.02	1.37	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1615-1625	0.03-0.04	5.04	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1615-1625	0.04-0.05	4.07	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1615-1625	0.05-0.06	1.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1615-1625	0.09-0.1	1.57	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1615-1625	0.2-0.21	1.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1615-1625	0.25-0.26	9.02	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1625-1635	0.03-0.04	0.37	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1625-1635	0.17-0.18	2.62	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1635-1645	0.07-0.08	26.44	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1635-1645	0.09-0.1	0.97	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1635-1645	0.16-0.17	2.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1635-1645	0.25-0.26	0.02	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1645-1655	0.04-0.05	14.69	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1645-1655	0.05-0.06	1.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1645-1655	0.07-0.08	0.61	3	0	#DIV/0!	#DIV/0!	#DIV/0!
1645-1655	0.1-0.11	0.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1645-1655	0.17-0.18	0.22	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1655-1665	0.01-0.02	4.13	4	0	#DIV/0!	#DIV/0!	#DIV/0!
1655-1665	0.09-0.1	0.82	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1655-1665	0.1-0.11	1.72	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1655-1665	0.18-0.19	0.82	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1655-1665	0.24-0.25	1.72	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1665-1675	0.01-0.02	1.04	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1665-1675	0.11-0.12	1.32	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1665-1675	0.17-0.18	1.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1665-1675	0.2-0.21	3.62	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1665-1675	0.24-0.25	2.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1675-1685	0.02-0.03	3.81	3	0	#DIV/0!	#DIV/0!	#DIV/0!
1675-1685	0.05-0.06	4.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1685-1695	0.05-0.06	0.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1685-1695	0.08-0.09	3.91	3	0	#DIV/0!	#DIV/0!	#DIV/0!
1685-1695	0.12-0.13	12.32	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1685-1695	0.13-0.14	3.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1685-1695	0.27-0.28	0.82	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1695-1705	0.03-0.04	0.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1695-1705	0.08-0.09	0.67	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1715-1725	0.13-0.14	2.52	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1715-1725	0.23-0.24	14.22	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1715-1725	0.24-0.25	3.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1725-1735	0.03-0.04	1.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1725-1735	0.15-0.16	5.42	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1725-1735	0.24-0.25	2.37	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1735-1745	0.01-0.02	0.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1735-1745	0.03-0.04	1.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1735-1745	0.11-0.12	6.82	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1735-1745	0.14-0.15	3.54	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1735-1745	0.19-0.2	0.02	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1735-1745	0.26-0.27	12.52	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1745-1755	0.01-0.02	0.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1745-1755	0.04-0.05	0.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1745-1755	0.07-0.08	1.57	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1745-1755	0.13-0.14	1.12	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1745-1755	0.17-0.18	5.52	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1745-1755	0.19-0.2	2.12	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1745-1755	0.21-0.22	12.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1745-1755	0.25-0.26	1.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1755-1765	0.02-0.03	0.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1755-1765	0.04-0.05	0.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1755-1765	0.11-0.12	1.42	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1765-1775	0.26-0.27	5.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1775-1785	0.07-0.08	1.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1775-1785	0.08-0.09	0.42	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1785-1795	0.05-0.06	0.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1785-1795	0.17-0.18	3.72	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1795-1805	0.01-0.02	2.44	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1795-1805	0.03-0.04	0.67	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1795-1805	0.06-0.07	1.57	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1805-1815	0.02-0.03	2.94	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1805-1815	0.04-0.05	8.29	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1805-1815	0.06-0.07	0.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1805-1815	0.09-0.1	0.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1805-1815	0.19-0.2	1.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1815-1825	0.04-0.05	4.67	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1815-1825	0.07-0.08	8.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1815-1825	0.15-0.16	3.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1815-1825	0.24-0.25	2.12	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1825-1835	0.02-0.03	4.67	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1825-1835	0.09-0.1	2.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1835-1845	0.03-0.04	0.67	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1835-1845	0.05-0.06	1.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1835-1845	0.08-0.09	2.42	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1835-1845	0.09-0.1	0.02	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1835-1845	0.11-0.12	1.77	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1835-1845	0.22-0.23	5.52	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1835-1845	0.26-0.27	4.72	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1845-1855	0.01-0.02	0.66	3	0	#DIV/0!	#DIV/0!	#DIV/0!
1845-1855	0.05-0.06	0.77	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1845-1855	0.08-0.09	1.62	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1845-1855	0.17-0.18	7.72	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1855-1865	0.07-0.08	0.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1855-1865	0.09-0.1	1.99	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1855-1865	0.11-0.12	1.72	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1855-1865	0.18-0.19	1.42	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1855-1865	0.2-0.21	6.82	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1855-1865	0.25-0.26	7.07	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1865-1875	0.02-0.03	0.07	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1865-1875	0.08-0.09	0.72	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1865-1875	0.09-0.1	0.32	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1875-1885	0.02-0.03	3.32	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1875-1885	0.07-0.08	13.89	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1875-1885	0.13-0.14	1.32	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1875-1885	0.18-0.19	0.52	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1885-1895	0.01-0.02	0.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1885-1895	0.04-0.05	0.32	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1885-1895	0.16-0.17	2.62	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1895-1905	0.02-0.03	15.61	3	0	#DIV/0!	#DIV/0!	#DIV/0!
1895-1905	0.08-0.09	2.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1895-1905	0.15-0.16	1.62	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1895-1905	0.18-0.19	1.07	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1895-1905	0.23-0.24	5.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1905-1915	0.04-0.05	0.89	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1905-1915	0.09-0.1	4.24	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1905-1915	0.19-0.2	2.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1915-1925	0.11-0.12	0.07	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1915-1925	0.25-0.26	1.67	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1925-1935	0.03-0.04	1.37	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1925-1935	0.05-0.06	1.12	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1925-1935	0.28-0.29	25.97	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1935-1945	0.03-0.04	0.64	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1935-1945	0.09-0.1	0.42	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1935-1945	0.11-0.12	0.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1945-1955	0.06-0.07	1.42	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1945-1955	0.1-0.11	2.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1955-1965	0.05-0.06	0.07	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1955-1965	0.09-0.1	1.87	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1955-1965	0.13-0.14	0.52	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1955-1965	0.15-0.16	3.72	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1955-1965	0.19-0.2	2.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1965-1975	0.03-0.04	2.96	3	0	#DIV/0!	#DIV/0!	#DIV/0!
1965-1975	0.04-0.05	2.57	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1975-1985	0.01-0.02	1.64	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1975-1985	0.07-0.08	4.69	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1975-1985	0.2-0.21	7.62	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1985-1995	0.01-0.02	1.69	2	0	#DIV/0!	#DIV/0!	#DIV/0!
1985-1995	0.03-0.04	0.72	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1985-1995	0.09-0.1	1.82	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1985-1995	0.13-0.14	2.62	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1995-2005	0.02-0.03	3.06	3	0	#DIV/0!	#DIV/0!	#DIV/0!
1995-2005	0.07-0.08	3.07	1	0	#DIV/0!	#DIV/0!	#DIV/0!
1995-2005	0.17-0.18	1.92	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2015-2025	0.06-0.07	2.82	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2015-2025	0.08-0.09	4.09	2	0	#DIV/0!	#DIV/0!	#DIV/0!
2025-2035	0.2-0.21	0.72	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2035-2045	0.06-0.07	0.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2035-2045	0.08-0.09	1.57	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2035-2045	0.19-0.2	0.22	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2045-2055	0.02-0.03	3.97	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2055-2065	0.01-0.02	1.97	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2055-2065	0.15-0.16	6.27	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2055-2065	0.25-0.26	7.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2055-2065	0.26-0.27	7.82	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2065-2075	0.17-0.18	0.42	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2075-2085	0.03-0.04	11.82	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2075-2085	0.05-0.06	0.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2075-2085	0.13-0.14	0.22	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2075-2085	0.22-0.23	4.22	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2085-2095	0.06-0.07	2.02	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2095-2105	0.01-0.02	1.17	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2095-2105	0.04-0.05	1.07	1	0	#DIV/0!	#DIV/0!	#DIV/0!
2095-2105	0.06-0.07	0.47	1	0	#DIV/0!	#DIV/0!	#DIV/0!
